q1 0 1 0
q1 0 5 0
q1 0 7 0
q1 0 8 0
q1 0 9 0
q1 0 11 0
q1 0 13 0
q1 0 15 0
q1 0 17 0
q1 0 18 0
q1 0 19 0
q1 0 20 0
q1 0 21 0
q1 0 22 0
q1 0 23 0
q1 0 24 0
q1 0 25 0
q1 0 27 0
q1 0 29 0
q1 0 32 0
q1 0 33 0
q1 0 35 0
q1 0 36 0
q1 0 38 0
q1 0 39 0
q1 0 40 0
q1 0 41 0
q1 0 42 0
q1 0 44 0
q1 0 46 0
q1 0 47 0
q1 0 48 0
q1 0 52 0
q1 0 53 0
q1 0 54 0
q1 0 55 0
q1 0 56 0
q1 0 57 0
q1 0 58 0
q1 0 59 0
q1 0 62 0
q1 0 63 0
q1 0 64 0
q1 0 65 0
q1 0 67 0
q1 0 70 0
q1 0 71 0
q1 0 72 0
q1 0 73 0
q1 0 76 0
q1 0 79 0
q1 0 80 0
q1 0 81 0
q1 0 82 0
q1 0 83 0
q1 0 84 0
q1 0 85 0
q1 0 86 0
q1 0 87 0
q1 0 89 0
q1 0 91 0
q1 0 92 0
q1 0 94 0
q1 0 95 0
q1 0 96 0
q1 0 97 0
q1 0 98 0
q1 0 99 0
q1 0 100 0
q1 0 101 0
q1 0 102 0
q1 0 103 0
q1 0 104 0
q1 0 105 0
q2 0 1 0
q2 0 5 0
q2 0 7 0
q2 0 8 0
q2 0 9 0
q2 0 11 0
q2 0 13 1
q2 0 15 0
q2 0 17 0
q2 0 18 0
q2 0 19 1
q2 0 20 0
q2 0 21 0
q2 0 22 0
q2 0 23 0
q2 0 24 0
q2 0 25 0
q2 0 27 0
q2 0 29 0
q2 0 32 0
q2 0 33 0
q2 0 35 0
q2 0 36 0
q2 0 38 0
q2 0 39 0
q2 0 40 0
q2 0 41 0
q2 0 42 0
q2 0 44 0
q2 0 46 0
q2 0 47 0
q2 0 48 0
q2 0 52 0
q2 0 53 0
q2 0 54 0
q2 0 55 0
q2 0 56 0
q2 0 57 0
q2 0 58 0
q2 0 59 0
q2 0 62 0
q2 0 63 0
q2 0 64 0
q2 0 65 0
q2 0 67 0
q2 0 70 0
q2 0 71 0
q2 0 72 0
q2 0 73 0
q2 0 76 0
q2 0 79 0
q2 0 80 1
q2 0 81 1
q2 0 82 0
q2 0 83 0
q2 0 84 0
q2 0 85 0
q2 0 86 0
q2 0 87 0
q2 0 89 0
q2 0 91 0
q2 0 92 0
q2 0 94 0
q2 0 95 0
q2 0 96 0
q2 0 97 0
q2 0 98 0
q2 0 99 0
q2 0 100 1
q2 0 101 1
q2 0 102 1
q2 0 103 0
q2 0 104 0
q2 0 105 0
q3 0 1 0
q3 0 5 0
q3 0 7 1
q3 0 8 0
q3 0 9 1
q3 0 11 0
q3 0 13 0
q3 0 15 0
q3 0 17 1
q3 0 18 1
q3 0 19 0
q3 0 20 0
q3 0 21 0
q3 0 22 1
q3 0 23 1
q3 0 24 1
q3 0 25 0
q3 0 27 0
q3 0 29 0
q3 0 32 1
q3 0 33 0
q3 0 35 0
q3 0 36 0
q3 0 38 0
q3 0 39 1
q3 0 40 0
q3 0 41 0
q3 0 42 0
q3 0 44 0
q3 0 46 0
q3 0 47 0
q3 0 48 0
q3 0 52 0
